loan_status,fico_range_low,fico_range_high,int_rate,dti,term,verification_status,grade,sub_grade,issue_d,annual_inc,purpose,default_flag,fico_mid,fico_bucket,int_rate_clean,int_rate_bucket,dti_bucket,term_numeric,issue_year
Charged Off,665,669,1727.00%,10.03,36 months,Not Verified,D,D3,Dec-2015,56000,house,1,667,650-699,0.1727,15-20%,0-20%,36,2015
Fully Paid,690,694,1148.00%,27.9,36 months,Source Verified,B,B5,Dec-2015,17000,other,0,692,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,790,794,699.00%,15.15,36 months,Not Verified,A,A3,Dec-2015,45000,home_improvement,0,792,750+,0.0699,<10%,0-20%,36,2015
Charged Off,675,679,1199.00%,9.16,36 months,Source Verified,C,C1,Dec-2015,30000,debt_consolidation,1,677,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,815,819,532.00%,8.39,36 months,Not Verified,A,A1,Dec-2015,40000,credit_card,0,817,750+,0.0532,<10%,0-20%,36,2015
Current,720,724,1288.00%,31.57,60 months,Not Verified,C,C2,Dec-2015,75181.21,debt_consolidation,0,722,700-749,0.1288,10-15%,20-35%,60,2015
Fully Paid,705,709,749.00%,6.83,36 months,Not Verified,A,A4,Dec-2015,52000,credit_card,0,707,700-749,0.0749,<10%,0-20%,36,2015
Charged Off,710,714,1577.00%,18.99,60 months,Source Verified,D,D1,Dec-2015,80000,debt_consolidation,1,712,700-749,0.1577,15-20%,0-20%,60,2015
Fully Paid,740,744,1399.00%,10.97,36 months,Source Verified,C,C4,Dec-2015,90000,debt_consolidation,0,742,700-749,0.1399,10-15%,0-20%,36,2015
Fully Paid,685,689,849.00%,24.83,60 months,Not Verified,B,B1,Dec-2015,75000,debt_consolidation,0,687,650-699,0.0849,<10%,20-35%,60,2015
Charged Off,690,694,1577.00%,19.24,60 months,Not Verified,D,D1,Dec-2015,45500,debt_consolidation,1,692,650-699,0.1577,15-20%,0-20%,60,2015
Fully Paid,660,664,980.00%,6.97,36 months,Not Verified,B,B3,Dec-2015,99906,credit_card,0,662,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,775,779,532.00%,6.73,36 months,Not Verified,A,A1,Dec-2015,120000,debt_consolidation,0,777,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,715,719,849.00%,22.8,36 months,Not Verified,B,B1,Dec-2015,72000,debt_consolidation,0,717,700-749,0.0849,<10%,20-35%,36,2015
Fully Paid,685,689,1399.00%,18.19,36 months,Source Verified,C,C4,Dec-2015,75000,debt_consolidation,0,687,650-699,0.1399,10-15%,0-20%,36,2015
Current,720,724,1577.00%,34.44,60 months,Verified,D,D1,Dec-2015,70000,debt_consolidation,0,722,700-749,0.1577,15-20%,20-35%,60,2015
Fully Paid,705,709,1148.00%,31.06,36 months,Verified,B,B5,Dec-2015,21610,credit_card,0,707,700-749,0.1148,10-15%,20-35%,36,2015
Current,730,734,980.00%,24.11,60 months,Source Verified,B,B3,Dec-2015,106284,credit_card,0,732,700-749,0.098,<10%,20-35%,60,2015
Fully Paid,710,714,1344.00%,26.45,36 months,Source Verified,C,C3,Dec-2015,25000,debt_consolidation,0,712,700-749,0.1344,10-15%,20-35%,36,2015
Fully Paid,660,664,1399.00%,30.73,36 months,Not Verified,C,C4,Dec-2015,110000,debt_consolidation,0,662,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,685,689,1148.00%,12.09,36 months,Verified,B,B5,Dec-2015,105000,home_improvement,0,687,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,675,679,1485.00%,17.11,36 months,Source Verified,C,C5,Dec-2015,43000,credit_card,0,677,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,740,744,749.00%,25.01,36 months,Not Verified,A,A4,Dec-2015,57000,debt_consolidation,0,742,700-749,0.0749,<10%,20-35%,36,2015
Fully Paid,730,734,749.00%,13.74,36 months,Not Verified,A,A4,Dec-2015,85000,debt_consolidation,0,732,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,845,850,849.00%,6.78,36 months,Source Verified,B,B1,Dec-2015,140000,other,0,847.5,750+,0.0849,<10%,0-20%,36,2015
Fully Paid,725,729,532.00%,14.45,36 months,Not Verified,A,A1,Dec-2015,96000,debt_consolidation,0,727,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,660,664,1078.00%,17.97,36 months,Source Verified,B,B4,Dec-2015,122400,vacation,0,662,650-699,0.1078,10-15%,0-20%,36,2015
Current,715,719,917.00%,32.3,60 months,Source Verified,B,B2,Dec-2015,94000,debt_consolidation,0,717,700-749,0.0917,<10%,20-35%,60,2015
Fully Paid,675,679,1148.00%,26.89,36 months,Verified,B,B5,Dec-2015,95000,debt_consolidation,0,677,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,780,784,532.00%,3.98,36 months,Not Verified,A,A1,Dec-2015,120000,credit_card,0,782,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,675,679,791.00%,26.83,36 months,Not Verified,A,A5,Dec-2015,100000,debt_consolidation,0,677,650-699,0.0791,<10%,20-35%,36,2015
Charged Off,665,669,1849.00%,36.3,60 months,Verified,D,D5,Dec-2015,37231,debt_consolidation,1,667,650-699,0.1849,15-20%,35-45%,60,2015
Fully Paid,685,689,1199.00%,37.55,36 months,Not Verified,C,C1,Dec-2015,45000,other,0,687,650-699,0.1199,10-15%,35-45%,36,2015
Fully Paid,755,759,699.00%,14.86,36 months,Not Verified,A,A3,Dec-2015,93000,credit_card,0,757,750+,0.0699,<10%,0-20%,36,2015
Fully Paid,730,734,532.00%,14.61,36 months,Not Verified,A,A1,Dec-2015,68000,credit_card,0,732,700-749,0.0532,<10%,0-20%,36,2015
Current,710,714,917.00%,22.22,60 months,Not Verified,B,B2,Dec-2015,97000,major_purchase,0,712,700-749,0.0917,<10%,20-35%,60,2015
Fully Paid,685,689,1948.00%,7.23,60 months,Verified,E,E2,Dec-2015,97000,debt_consolidation,0,687,650-699,0.1948,15-20%,0-20%,60,2015
Fully Paid,675,679,1797.00%,13.33,60 months,Not Verified,D,D4,Dec-2015,70000,debt_consolidation,0,677,650-699,0.1797,15-20%,0-20%,60,2015
Current,690,694,917.00%,14.53,60 months,Not Verified,B,B2,Dec-2015,68000,credit_card,0,692,650-699,0.0917,<10%,0-20%,60,2015
Fully Paid,670,674,1078.00%,12.69,36 months,Verified,B,B4,Dec-2015,297000,other,0,672,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,690,694,917.00%,20.16,36 months,Source Verified,B,B2,Dec-2015,210000,debt_consolidation,0,692,650-699,0.0917,<10%,20-35%,36,2015
Current,680,684,1659.00%,36.98,60 months,Verified,D,D2,Dec-2015,42900,debt_consolidation,0,682,650-699,0.1659,15-20%,35-45%,60,2015
Fully Paid,670,674,849.00%,14.68,36 months,Not Verified,B,B1,Dec-2015,140000,credit_card,0,672,650-699,0.0849,<10%,0-20%,36,2015
Charged Off,685,689,791.00%,17.07,60 months,Verified,A,A5,Dec-2015,90000,debt_consolidation,1,687,650-699,0.0791,<10%,0-20%,60,2015
Charged Off,675,679,1199.00%,19.56,36 months,Not Verified,C,C1,Dec-2015,60000,debt_consolidation,1,677,650-699,0.1199,10-15%,0-20%,36,2015
Current,685,689,1078.00%,14.35,60 months,Not Verified,B,B4,Dec-2015,115000,debt_consolidation,0,687,650-699,0.1078,10-15%,0-20%,60,2015
Fully Paid,685,689,1078.00%,10.14,36 months,Source Verified,B,B4,Dec-2015,85000,credit_card,0,687,650-699,0.1078,10-15%,0-20%,36,2015
Current,665,669,1849.00%,35.93,60 months,Source Verified,D,D5,Dec-2015,85000,debt_consolidation,0,667,650-699,0.1849,15-20%,35-45%,60,2015
Fully Paid,720,724,980.00%,25.56,36 months,Not Verified,B,B3,Dec-2015,60000,credit_card,0,722,700-749,0.098,<10%,20-35%,36,2015
Fully Paid,665,669,1399.00%,17.65,36 months,Verified,C,C4,Dec-2015,105000,other,0,667,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,715,719,917.00%,12.77,36 months,Source Verified,B,B2,Dec-2015,130000,debt_consolidation,0,717,700-749,0.0917,<10%,0-20%,36,2015
Current,685,689,1344.00%,29.45,60 months,Not Verified,C,C3,Dec-2015,30160,credit_card,0,687,650-699,0.1344,10-15%,20-35%,60,2015
Fully Paid,670,674,1849.00%,14.48,60 months,Source Verified,D,D5,Dec-2015,132500,debt_consolidation,0,672,650-699,0.1849,15-20%,0-20%,60,2015
Late (31-120 days),660,664,1485.00%,16.65,60 months,Not Verified,C,C5,Dec-2015,90000,credit_card,1,662,650-699,0.1485,10-15%,0-20%,60,2015
Fully Paid,665,669,1199.00%,12.66,36 months,Not Verified,C,C1,Dec-2015,180000,other,0,667,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,725,729,980.00%,25.43,36 months,Verified,B,B3,Dec-2015,39500,credit_card,0,727,700-749,0.098,<10%,20-35%,36,2015
Fully Paid,740,744,699.00%,18.92,36 months,Not Verified,A,A3,Dec-2015,80000,credit_card,0,742,700-749,0.0699,<10%,0-20%,36,2015
Charged Off,680,684,980.00%,10.55,36 months,Source Verified,B,B3,Dec-2015,92000,debt_consolidation,1,682,650-699,0.098,<10%,0-20%,36,2015
Current,750,754,791.00%,15.65,60 months,Not Verified,A,A5,Dec-2015,76500,credit_card,0,752,750+,0.0791,<10%,0-20%,60,2015
Fully Paid,665,669,1399.00%,19.43,36 months,Source Verified,C,C4,Dec-2015,100000,debt_consolidation,0,667,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,740,744,791.00%,10.88,60 months,Not Verified,A,A5,Dec-2015,150000,debt_consolidation,0,742,700-749,0.0791,<10%,0-20%,60,2015
Fully Paid,730,734,1199.00%,16.96,36 months,Not Verified,C,C1,Dec-2015,90000,major_purchase,0,732,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,760,764,699.00%,33.78,36 months,Not Verified,A,A3,Dec-2015,48000,credit_card,0,762,750+,0.0699,<10%,20-35%,36,2015
Charged Off,660,664,1577.00%,29.28,60 months,Not Verified,D,D1,Dec-2015,65000,credit_card,1,662,650-699,0.1577,15-20%,20-35%,60,2015
Fully Paid,700,704,699.00%,19.38,36 months,Not Verified,A,A3,Dec-2015,54000,credit_card,0,702,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,725,729,1344.00%,12.03,60 months,Source Verified,C,C3,Dec-2015,81000,debt_consolidation,0,727,700-749,0.1344,10-15%,0-20%,60,2015
Fully Paid,740,744,532.00%,15.45,36 months,Not Verified,A,A1,Dec-2015,150000,home_improvement,0,742,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,710,714,699.00%,4.76,36 months,Not Verified,A,A3,Dec-2015,220000,debt_consolidation,0,712,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,665,669,1148.00%,22.82,36 months,Source Verified,B,B5,Dec-2015,75000,debt_consolidation,0,667,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,765,769,980.00%,19.04,36 months,Not Verified,B,B3,Dec-2015,96000,debt_consolidation,0,767,750+,0.098,<10%,0-20%,36,2015
Fully Paid,710,714,1199.00%,23.53,60 months,Source Verified,C,C1,Dec-2015,32500,credit_card,0,712,700-749,0.1199,10-15%,20-35%,60,2015
Fully Paid,755,759,649.00%,14.4,36 months,Verified,A,A2,Dec-2015,76000,debt_consolidation,0,757,750+,0.0649,<10%,0-20%,36,2015
Charged Off,685,689,849.00%,21.21,36 months,Not Verified,B,B1,Dec-2015,40000,debt_consolidation,1,687,650-699,0.0849,<10%,20-35%,36,2015
Charged Off,705,709,1148.00%,21.16,60 months,Not Verified,B,B5,Dec-2015,65000,debt_consolidation,1,707,700-749,0.1148,10-15%,20-35%,60,2015
Charged Off,750,754,980.00%,6.2,60 months,Not Verified,B,B3,Dec-2015,125000,other,1,752,750+,0.098,<10%,0-20%,60,2015
Charged Off,660,664,1659.00%,16.74,60 months,Verified,D,D2,Dec-2015,40000,debt_consolidation,1,662,650-699,0.1659,15-20%,0-20%,60,2015
Fully Paid,705,709,791.00%,4.99,36 months,Not Verified,A,A5,Dec-2015,120000,major_purchase,0,707,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,725,729,749.00%,17.18,36 months,Source Verified,A,A4,Dec-2015,70000,credit_card,0,727,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,710,714,699.00%,14.88,36 months,Not Verified,A,A3,Dec-2015,120000,credit_card,0,712,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,685,689,917.00%,33.39,36 months,Verified,B,B2,Dec-2015,74967,other,0,687,650-699,0.0917,<10%,20-35%,36,2015
Fully Paid,675,679,1727.00%,34.07,36 months,Not Verified,D,D3,Dec-2015,13000,credit_card,0,677,650-699,0.1727,15-20%,20-35%,36,2015
Fully Paid,710,714,980.00%,14.42,36 months,Not Verified,B,B3,Dec-2015,85140,debt_consolidation,0,712,700-749,0.098,<10%,0-20%,36,2015
Fully Paid,660,664,1288.00%,12.62,60 months,Not Verified,C,C2,Dec-2015,90000,debt_consolidation,0,662,650-699,0.1288,10-15%,0-20%,60,2015
Fully Paid,700,704,1399.00%,9.9,60 months,Not Verified,C,C4,Dec-2015,115000,home_improvement,0,702,700-749,0.1399,10-15%,0-20%,60,2015
Fully Paid,660,664,1148.00%,20.38,36 months,Not Verified,B,B5,Dec-2015,50000,other,0,662,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,670,674,1659.00%,8.36,36 months,Not Verified,D,D2,Dec-2015,114000,credit_card,0,672,650-699,0.1659,15-20%,0-20%,36,2015
Fully Paid,695,699,649.00%,16.32,36 months,Not Verified,A,A2,Dec-2015,70000,debt_consolidation,0,697,650-699,0.0649,<10%,0-20%,36,2015
Fully Paid,670,674,791.00%,9.53,36 months,Not Verified,A,A5,Dec-2015,70000,debt_consolidation,0,672,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,660,664,1797.00%,25.1,36 months,Not Verified,D,D4,Dec-2015,180000,debt_consolidation,0,662,650-699,0.1797,15-20%,20-35%,36,2015
Fully Paid,715,719,699.00%,23.26,36 months,Not Verified,A,A3,Dec-2015,115000,debt_consolidation,0,717,700-749,0.0699,<10%,20-35%,36,2015
Fully Paid,735,739,1288.00%,29.14,60 months,Verified,C,C2,Dec-2015,92892,debt_consolidation,0,737,700-749,0.1288,10-15%,20-35%,60,2015
Fully Paid,680,684,1148.00%,12.37,36 months,Verified,B,B5,Dec-2015,56457,credit_card,0,682,650-699,0.1148,10-15%,0-20%,36,2015
Current,680,684,1849.00%,8.62,60 months,Verified,D,D5,Dec-2015,300000,debt_consolidation,0,682,650-699,0.1849,15-20%,0-20%,60,2015
Fully Paid,660,664,1078.00%,8,36 months,Not Verified,B,B4,Dec-2015,160000,debt_consolidation,0,662,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,675,679,1199.00%,5.76,36 months,Source Verified,C,C1,Dec-2015,50000,debt_consolidation,0,677,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,665,669,1199.00%,10.95,36 months,Not Verified,C,C1,Dec-2015,40000,debt_consolidation,0,667,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,665,669,1797.00%,22.34,60 months,Not Verified,D,D4,Dec-2015,55000,debt_consolidation,0,667,650-699,0.1797,15-20%,20-35%,60,2015
Fully Paid,715,719,532.00%,29.88,36 months,Verified,A,A1,Dec-2015,144000,debt_consolidation,0,717,700-749,0.0532,<10%,20-35%,36,2015
Fully Paid,725,729,649.00%,20.68,36 months,Not Verified,A,A2,Dec-2015,60000,credit_card,0,727,700-749,0.0649,<10%,20-35%,36,2015
Fully Paid,690,694,1199.00%,38.35,36 months,Not Verified,C,C1,Dec-2015,41000,debt_consolidation,0,692,650-699,0.1199,10-15%,35-45%,36,2015
Fully Paid,730,734,749.00%,29.2,36 months,Not Verified,A,A4,Dec-2015,30000,debt_consolidation,0,732,700-749,0.0749,<10%,20-35%,36,2015
Fully Paid,670,674,1485.00%,31.08,36 months,Source Verified,C,C5,Dec-2015,67000,credit_card,0,672,650-699,0.1485,10-15%,20-35%,36,2015
Charged Off,665,669,980.00%,10.93,36 months,Not Verified,B,B3,Dec-2015,55000,debt_consolidation,1,667,650-699,0.098,<10%,0-20%,36,2015
Charged Off,670,674,1148.00%,24.14,36 months,Verified,B,B5,Dec-2015,60000,debt_consolidation,1,672,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,790,794,532.00%,21.48,36 months,Not Verified,A,A1,Dec-2015,60000,debt_consolidation,0,792,750+,0.0532,<10%,20-35%,36,2015
Fully Paid,730,734,917.00%,27.37,36 months,Verified,B,B2,Dec-2015,64400,debt_consolidation,0,732,700-749,0.0917,<10%,20-35%,36,2015
Fully Paid,670,674,1078.00%,22.58,36 months,Verified,B,B4,Dec-2015,55000,debt_consolidation,0,672,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,665,669,1485.00%,21.32,36 months,Verified,C,C5,Dec-2015,110000,debt_consolidation,0,667,650-699,0.1485,10-15%,20-35%,36,2015
Fully Paid,690,694,917.00%,12.96,36 months,Source Verified,B,B2,Dec-2015,70000,debt_consolidation,0,692,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,710,714,1288.00%,21.17,60 months,Not Verified,C,C2,Dec-2015,90000,debt_consolidation,0,712,700-749,0.1288,10-15%,20-35%,60,2015
Current,720,724,849.00%,21.22,60 months,Not Verified,B,B1,Dec-2015,72000,debt_consolidation,0,722,700-749,0.0849,<10%,20-35%,60,2015
Fully Paid,695,699,1577.00%,3.61,36 months,Source Verified,D,D1,Dec-2015,143000,debt_consolidation,0,697,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,700,704,1288.00%,6.68,36 months,Not Verified,C,C2,Dec-2015,60000,home_improvement,0,702,700-749,0.1288,10-15%,0-20%,36,2015
Fully Paid,730,734,532.00%,19.22,36 months,Not Verified,A,A1,Dec-2015,60000,debt_consolidation,0,732,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,685,689,1288.00%,30.24,36 months,Not Verified,C,C2,Dec-2015,60000,home_improvement,0,687,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,755,759,1199.00%,10.55,60 months,Source Verified,C,C1,Dec-2015,120000,debt_consolidation,0,757,750+,0.1199,10-15%,0-20%,60,2015
Fully Paid,660,664,1849.00%,13.05,60 months,Source Verified,D,D5,Dec-2015,165000,debt_consolidation,0,662,650-699,0.1849,15-20%,0-20%,60,2015
Charged Off,670,674,1288.00%,23.89,60 months,Verified,C,C2,Dec-2015,110000,debt_consolidation,1,672,650-699,0.1288,10-15%,20-35%,60,2015
Fully Paid,735,739,1078.00%,20.82,60 months,Verified,B,B4,Dec-2015,110000,debt_consolidation,0,737,700-749,0.1078,10-15%,20-35%,60,2015
Fully Paid,660,664,1727.00%,12.74,60 months,Not Verified,D,D3,Dec-2015,65000,debt_consolidation,0,662,650-699,0.1727,15-20%,0-20%,60,2015
Fully Paid,680,684,649.00%,8.67,36 months,Not Verified,A,A2,Dec-2015,126500,home_improvement,0,682,650-699,0.0649,<10%,0-20%,36,2015
Fully Paid,675,679,849.00%,16.7,36 months,Not Verified,B,B1,Dec-2015,98000,debt_consolidation,0,677,650-699,0.0849,<10%,0-20%,36,2015
Current,680,684,1344.00%,26.54,60 months,Not Verified,C,C3,Dec-2015,59000,credit_card,0,682,650-699,0.1344,10-15%,20-35%,60,2015
Charged Off,685,689,1659.00%,26.92,60 months,Source Verified,D,D2,Dec-2015,135000,home_improvement,1,687,650-699,0.1659,15-20%,20-35%,60,2015
Fully Paid,735,739,1288.00%,16.93,60 months,Not Verified,C,C2,Dec-2015,65000,credit_card,0,737,700-749,0.1288,10-15%,0-20%,60,2015
Current,710,714,1344.00%,20.46,60 months,Not Verified,C,C3,Dec-2015,78000,credit_card,0,712,700-749,0.1344,10-15%,20-35%,60,2015
Fully Paid,790,794,699.00%,20.12,36 months,Not Verified,A,A3,Dec-2015,50000,credit_card,0,792,750+,0.0699,<10%,20-35%,36,2015
Fully Paid,670,674,1288.00%,14.73,36 months,Source Verified,C,C2,Dec-2015,65000,debt_consolidation,0,672,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,805,809,980.00%,18.91,60 months,Not Verified,B,B3,Dec-2015,36500,debt_consolidation,0,807,750+,0.098,<10%,0-20%,60,2015
Fully Paid,750,754,791.00%,6.4,60 months,Not Verified,A,A5,Dec-2015,75000,debt_consolidation,0,752,750+,0.0791,<10%,0-20%,60,2015
Fully Paid,670,674,1577.00%,2.87,36 months,Not Verified,D,D1,Dec-2015,41000,debt_consolidation,0,672,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,675,679,1797.00%,34.32,36 months,Not Verified,D,D4,Dec-2015,32760,debt_consolidation,0,677,650-699,0.1797,15-20%,20-35%,36,2015
Fully Paid,680,684,1399.00%,9.23,36 months,Source Verified,C,C4,Dec-2015,121000,credit_card,0,682,650-699,0.1399,10-15%,0-20%,36,2015
Current,675,679,1344.00%,15.82,60 months,Source Verified,C,C3,Dec-2015,110000,debt_consolidation,0,677,650-699,0.1344,10-15%,0-20%,60,2015
Charged Off,670,674,1399.00%,31.29,36 months,Source Verified,C,C4,Dec-2015,48000,credit_card,1,672,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,715,719,1659.00%,26.38,60 months,Not Verified,D,D2,Dec-2015,60000,debt_consolidation,0,717,700-749,0.1659,15-20%,20-35%,60,2015
Fully Paid,725,729,699.00%,25.48,36 months,Source Verified,A,A3,Dec-2015,127000,home_improvement,0,727,700-749,0.0699,<10%,20-35%,36,2015
Fully Paid,660,664,1948.00%,13.36,60 months,Source Verified,E,E2,Dec-2015,115000,debt_consolidation,0,662,650-699,0.1948,15-20%,0-20%,60,2015
Charged Off,680,684,2148.00%,22.09,60 months,Verified,E,E5,Dec-2015,47000,major_purchase,1,682,650-699,0.2148,20%+,20-35%,60,2015
Fully Paid,705,709,1344.00%,17.64,36 months,Verified,C,C3,Dec-2015,22000,debt_consolidation,0,707,700-749,0.1344,10-15%,0-20%,36,2015
Fully Paid,675,679,849.00%,13.63,36 months,Not Verified,B,B1,Dec-2015,25000,debt_consolidation,0,677,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,670,674,1485.00%,17.66,36 months,Source Verified,C,C5,Dec-2015,92500,debt_consolidation,0,672,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,660,664,980.00%,12.61,36 months,Source Verified,B,B3,Dec-2015,55000,debt_consolidation,0,662,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,700,704,699.00%,4.66,36 months,Source Verified,A,A3,Dec-2015,117000,debt_consolidation,0,702,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,685,689,1344.00%,25.6,36 months,Not Verified,C,C3,Dec-2015,123000,debt_consolidation,0,687,650-699,0.1344,10-15%,20-35%,36,2015
Fully Paid,690,694,749.00%,16.82,36 months,Source Verified,A,A4,Dec-2015,70000,credit_card,0,692,650-699,0.0749,<10%,0-20%,36,2015
Charged Off,660,664,1485.00%,19.76,60 months,Source Verified,C,C5,Dec-2015,48000,debt_consolidation,1,662,650-699,0.1485,10-15%,0-20%,60,2015
Charged Off,660,664,1727.00%,21.33,36 months,Not Verified,D,D3,Dec-2015,120000,debt_consolidation,1,662,650-699,0.1727,15-20%,20-35%,36,2015
Fully Paid,665,669,1288.00%,13.92,36 months,Not Verified,C,C2,Dec-2015,50000,debt_consolidation,0,667,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,660,664,1148.00%,18.93,36 months,Source Verified,B,B5,Dec-2015,97000,car,0,662,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,735,739,849.00%,20.68,36 months,Verified,B,B1,Dec-2015,92250,other,0,737,700-749,0.0849,<10%,20-35%,36,2015
Fully Paid,685,689,1899.00%,31.36,60 months,Verified,E,E1,Dec-2015,68000,debt_consolidation,0,687,650-699,0.1899,15-20%,20-35%,60,2015
Fully Paid,730,734,1288.00%,35.77,36 months,Not Verified,C,C2,Dec-2015,154000,debt_consolidation,0,732,700-749,0.1288,10-15%,35-45%,36,2015
Fully Paid,680,684,1659.00%,25.68,36 months,Verified,D,D2,Dec-2015,30100,debt_consolidation,0,682,650-699,0.1659,15-20%,20-35%,36,2015
Current,680,684,1659.00%,36.52,60 months,Not Verified,D,D2,Dec-2015,35300,debt_consolidation,0,682,650-699,0.1659,15-20%,35-45%,60,2015
Fully Paid,690,694,1288.00%,18.93,36 months,Source Verified,C,C2,Dec-2015,98000,debt_consolidation,0,692,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,730,734,849.00%,5.9,36 months,Not Verified,B,B1,Dec-2015,58000,credit_card,0,732,700-749,0.0849,<10%,0-20%,36,2015
Charged Off,710,714,1199.00%,22.84,36 months,Not Verified,C,C1,Dec-2015,40000,credit_card,1,712,700-749,0.1199,10-15%,20-35%,36,2015
